gene_id	symbol	SNPs
29097	CNIH4	0
80232	WDR26	0
100616468	MIR4742	0
149111	CNIH3	0
127602	DNAH14	0
3930	LBR	0
55740	ENAH	0
6726	SRP9	0
2052	EPHX1	0
9725	TMEM63A	0
10637	LEFTY1	0
29920	PYCR2	0
7044	LEFTY2	0
163859	SDE2	0
3020	H3F3A	0
440926	H3F3AP4	0
64746	ACBD3	0
83881	MIXL1	0
286826	LIN9	0
142	PARP1	0
375057	C1orf95	0
3707	ITPKB	0
5664	PSEN2	0
56997	ADCK3	0
8476	CDC42BPA	0
339500	ZNF678	0
401983	ZNF847P	0
116841	SNAP47	0
65094	JMJD4	0
339501	PRSS38	0
7483	WNT9A	0
100847072	MIR5008	0
89780	WNT3A	0
375	ARF1	0
100500810	MIR3620	0
79169	C1orf35	0
128308	MRPL55	0
2987	GUK1	0
57165	GJC2	0
200205	IBA57	0
574407	C1orf145	0
84033	OBSCN	0
81559	TRIM11	0
51127	TRIM17	0
8290	HIST3H3	0
92815	HIST3H2A	0
128312	HIST3H2BB	0
100616308	MIR4666A	0
149603	RNF187	0
58480	RHOU	0
5867	RAB4A	0
10638	SPHAR	0
126731	CCSAP	0
58	ACTA1	0
55746	NUP133	0
23456	ABCB10	0
27097	TAF5L	0
9816	URB2	0
2590	GALNT2	0
79605	PGBD5	0
22796	COG2	0
183	AGT	0
10753	CAPN9	0
84886	C1orf198	0
79573	TTC13	0
64801	ARV1	0
375061	FAM89A	0
100302132	MIR1182	0
440730	TRIM67	0
149373	LOC149373	0
128061	C1orf131	0
8443	GNPAT	0
149371	EXOC8	0
83932	SPRTN	0
54583	EGLN1	0
645339	SNRPD2P2	0
100303453	TSNAX-DISC1	0
100287814	LINC00582	0
27185	DISC1	0
27184	DISC2	0
57568	SIPA1L2	0
54627	MAP10	0
84284	NTPCR	0
80003	PCNXL2	0
84451	KIAA1804	0
3775	KCNK1	0
100616390	MIR4427	0
148641	SLC35F3	0
100616380	MIR4671	0
388753	COA6	0
6894	TARBP1	0
100506795	LOC100506795	0
359948	IRF2BP2	0
100302691	LINC00184	0
100506810	LOC100506810	0
9804	TOMM20	0
677802	SNORA14B	0
51742	ARID4B	0
100616224	MIR4753	0
9453	GGPS1	0
6905	TBCE	0
148789	B3GALNT2	0
2786	GNG4	0
1130	LYST	0
100302139	MIR1537	0
4811	NID1	0
7107	GPR137B	0
56605	ERO1LB	0
128178	EDARADD	0
3964	LGALS8	0
100287902	LGALS8-AS1	0
55127	HEATR1	0
88	ACTN2	0
4548	MTR	0
645745	MT1HL1	0
6262	RYR2	0
100130331	LOC100130331	0
57829	ZP4	0
339535	LOC339535	0
1131	CHRM3	0
645884	RPS7P5	0
56776	FMN2	0
64388	GREM2	0
6000	RGS7	0
100422856	MIR3123	0
2271	FH	0
8564	KMO	0
23596	OPN3	0
1122	CHML	0
128025	WDR64	0
9156	EXO1	0
440738	MAP1LC3C	0
200150	PLD5	0
731275	LOC731275	0
9859	CEP170	0
10806	SDCCAG8	0
100616343	MIR4677	0
10000	AKT3	0
339529	LOC339529	0
10472	ZBTB18	0
200159	C1orf100	0
159	ADSS	0
257044	C1orf101	0
51029	DESI2	0
116228	COX20	0
284702	HNRNPU-AS1	0
3192	HNRNPU	0
84288	EFCAB2	0
55083	KIF26B	0
64754	SMYD3	0
255654	LOC255654	0
64216	TFB2M	0
163882	CNST	0
51097	SCCPDH	0
149134	LOC149134	0
25909	AHCTF1	0
100533111	ZNF670-ZNF695	0
93474	ZNF670	0
79862	ZNF669	0
388759	C1orf229	0
7678	ZNF124	0
100500849	MIR3916	0
84838	ZNF496	0
114548	NLRP3	0
127623	OR2B11	0
441932	OR2W5	0
148823	GCSAML	0
148824	GCSAML-AS1	0
81472	OR2C3	0
81470	OR2G2	0
81469	OR2G3	0
441933	OR13G1	0
343169	OR6F1	0
26188	OR1C1	0
284532	OR14A16	0
391189	OR11L1	0
25893	TRIM58	0
343171	OR2W3	0
343172	OR2T8	0
284521	OR2L13	0
391190	OR2L8	0
391191	OR2AK2	0
26247	OR2L1P	0
81466	OR2L5	0
26246	OR2L2	0
391192	OR2L3	0
388762	OR2M1P	0
127059	OR2M5	0
391194	OR2M2	0
127062	OR2M3	0
26245	OR2M4	0
391195	OR2T33	0
127064	OR2T12	0
391196	OR2M7	0
127066	OR14C36	0
127074	OR2T4	0
254879	OR2T6	0
26696	OR2T1	0
401992	OR2T2	0
343173	OR2T3	0
401993	OR2T5	0
391211	OR2G6	0
343563	OR2T29	0
127068	OR2T34	0
127069	OR2T10	0
127077	OR2T11	0
403244	OR2T35	0
403239	OR2T27	0
401994	OR14I1	0
646627	LYPD8	0
80851	SH3BP5L	0
100422879	MIR3124	0
79894	ZNF672	0
55657	ZNF692	0
267002	PGBD2	0
347688	TUBB8	0
100847086	MIR5699	0
114131	UCN3	0
79861	TUBAL3	0
10276	NET1	0
51806	CALML5	0
810	CALML3	0
441549	CDNF	0
51182	HSPA14	0
79723	SUV39H2	0
644890	MEIG1	0
574446	MIR511-2	0
387640	SKIDA1	0
8028	MLLT10	0
100532731	COMMD3-BMI1	0
648	BMI1	0
22921	MSRB2	0
645528	LINC00264	0
22852	ANKRD26	0
387646	LRRC37A6P	0
374308	PTCHD3	0
158160	HSD17B7P2	0
285961	SEPT7P9	0
399744	LOC399744	0
399746	ACTR3BP5	0
441666	LOC441666	0
53828	FXYD4	0
3185	HNRNPF	0
7580	ZNF32	0
414197	ZNF32-AS1	0
414208	ZNF32-AS2	0
7570	ZNF22	0
93550	ZFAND4	0
253725	FAM21C	0
119016	AGAP4	0
414241	FAM35BP	0
83849	SYT15	0
9721	GPRIN2	0
5540	NPY4R	0
643650	LINC00842	0
728643	HNRNPA1P33	0
439965	FAM35DP	0
244	ANXA8L2	0
1517	CTSL1P2	0
2662	GDF10	0
399753	LOC399753	0
728404	AGAP8	0
728407	LOC728407	0
653268	AGAP7	0
100500834	MIR3924	0
219790	RTKN2	0
100302150	MIR1296	0
1979	EIF4EBP2	0
9469	CHST3	0
9806	SPOCK2	0
100616286	MIR4676	0
5033	P4HA1	0
25961	NUDT13	0
11319	ECD	0
310	ANXA7	0
118490	MSS51	0
5532	PPP3CB	0
159195	USP54	0
58529	MYOZ1	0
79933	SYNPO2L	0
100128292	DLG5-AS1	0
10105	PPIF	0
143244	EIF5AL1	0
642361	LOC642361	0
219347	TMEM254-AS1	0
439990	LINC00857	0
23063	WAPAL	0
94233	OPN4	0
11155	LDB3	0
657	BMPR1A	0
79812	MMRN2	0
6623	SNCG	0
10974	ADIRF	0
119385	AGAP11	0
643161	FAM25A	0
2746	GLUD1	0
54537	FAM35A	0
728190	NUTM2A-AS1	0
728118	NUTM2A	0
439994	LOC439994	0
728130	NUTM2D	0
728218	LINC00864	0
3087	HHEX	0
3070	HELLS	0
100505540	LOC100505540	0
80019	UBTD1	0
26287	ANKRD2	0
414157	C10orf62	0
100847017	MIR5692C2	0
84445	LZTS2	0
79955	PDZD7	0
81855	SFXN3	0
81621	KAZALD1	0
100038246	TLX1NB	0
3195	TLX1	0
10660	LBX1	0
399806	FLJ41350	0
27343	POLL	0
25911	DPCD	0
100423033	MIR3158-2	0
2253	FGF8	0
10360	NPM3	0
10724	MGEA5	0
100289509	LOC100289509	0
30819	KCNIP2	0
79803	HPS6	0
83401	ELOVL3	0
5309	PITX3	0
8729	GBF1	0
4791	NFKB2	0
118980	SFXN2	0
729020	LOC729020	0
9118	INA	0
84108	PCGF6	0
6877	TAF5	0
84833	USMG5	0
100302174	MIR1307	0
22984	PDCD11	0
51063	CALHM2	0
255022	CALHM1	0
119395	CALHM3	0
9148	NEURL	0
100616113	MIR4680	0
2834	PRLHR	0
54780	NSMCE4A	0
4942	OAT	0
390010	NKX1-2	0
64077	LHPP	0
54764	ZRANB1	0
119437	CTAGE7P	0
55844	PPP2R2D	0
664	BNIP3	0
10570	DPYSL4	0
282974	STK32C	0
80313	LRRC27	0
170394	PWWP2B	0
170393	C10orf91	0
3632	INPP5A	0
84504	NKX6-2	0
54777	TTC40	0
399829	LOC399829	0
84435	GPR123	0
85442	KNDC1	0
8433	UTF1	0
27287	VENTX	0
574448	MIR202	0
101	ADAM8	0
10844	TUBGCP2	0
118472	ZNF511	0
118471	PRAP1	0
50632	CALY	0
282969	FUOM	0
1892	ECHS1	0
100500911	MIR3944	0
196743	PAOX	0
1571	CYP2E1	0
93426	SYCE1	0
399833	SPRNP1	0
441581	FRG2B	0
653548	DUX4L3	0
100133161	LOC100133161	0
147199	SCGB1C1	0
113746	ODF3	0
51272	BET1L	0
60626	RIC8A	0
23410	SIRT3	0
5719	PSMD13	0
171389	NLRP6	0
80162	ATHL1	0
387733	IFITM5	0
10581	IFITM2	0
8519	IFITM1	0
10410	IFITM3	0
338707	B4GALNT4	0
11187	PKP3	0
59307	SIGIRR	0
338440	ANO9	0
81490	PTDSS2	0
6050	RNH1	0
3265	HRAS	0
115399	LRRC56	0
256329	C11orf35	0
8045	RASSF7	0
100506211	MIR210HG	0
406992	MIR210	0
143666	LOC143666	0
57661	PHRF1	0
3665	IRF7	0
53841	CDHR5	0
6343	SCT	0
1815	DRD4	0
10522	DEAF1	0
283232	TMEM80	0
64787	EPS8L2	0
66005	CHID1	0
161	AP2A2	0
4588	MUC6	0
4583	MUC2	0
727897	MUC5B	0
54472	TOLLIP	0
255512	TOLLIP-AS1	0
81532	MOB2	0
1850	DUSP8	0
338651	KRTAP5-AS1	0
387264	KRTAP5-1	0
440021	KRTAP5-2	0
387266	KRTAP5-3	0
439915	KRTAP5-5	0
387742	FAM99A	0
100132464	FAM99B	0
440023	KRTAP5-6	0
402778	IFITM10	0
1509	CTSD	0
90019	SYT8	0
7136	TNNI2	0
4046	LSP1	0
100423021	MIR4298	0
7140	TNNT3	0
6150	MRPL23	0
100133545	MRPL23-AS1	0
283120	H19	0
100033819	MIR675	0
3481	IGF2	0
619552	MIR483	0
51214	IGF2-AS	0
3630	INS	0
7054	TH	0
100616126	MIR4686	0
430	ASCL2	0
29125	C11orf21	0
10077	TSPAN32	0
975	CD81	0
10078	TSSC4	0
29850	TRPM5	0
114879	OSBPL5	0
386746	MRGPRG	0
283303	MRGPRG-AS1	0
116534	MRGPRE	0
7221	TRPC2	0
116969	ART5	0
417	ART1	0
57053	CHRNA10	0
4928	NUP98	0
27315	PGAP2	0
391	RHOG	0
100616453	MIR4687	0
10346	TRIM22	0
387748	OR56B1	0
390072	OR52N4	0
390075	OR52N5	0
79473	OR52N1	0
23378	RRP8	0
3611	ILK	0
6881	TAF10	0
51700	CYB5R2	0
390093	OR10A6	0
26496	OR10A3	0
338322	NLRP10	0
8665	EIF3F	0
7275	TUB	0
9866	TRIM66	0
6157	RPL27A	0
619562	SNORA3	0
677826	SNORA45	0
56675	NRIP3	0
57758	SCUBE2	0
100847015	MIR5691	0
283102	KRT8P41	0
23258	DENND5A	0
677808	SNORA23	0
644656	LOC644656	0
7702	ZNF143	0
55031	USP47	0
10819	OR7E14P	0
6207	RPS13	0
5286	PIK3C2A	0
4925	NUCB2	0
7490	WT1	0
51352	WT1-AS	0
10480	EIF3M	0
338739	CSTF3-AS1	0
100313777	MIR670	0
406918	MIR129-2	0
374387	DKFZp779M0652	0
9409	PEX16	0
120071	GYLTL1B	0
90993	CREB3L1	0
8525	DGKZ	0
100616368	MIR4688	0
4192	MDK	0
1132	CHRM4	0
55626	AMBRA1	0
100422827	MIR3160-1	0
100422825	MIR3160-2	0
283254	HARBI1	0
9776	ATG13	0
392	ARHGAP1	0
79797	ZNF408	0
2147	F2	0
100847020	MIR5582	0
692108	SNORD67	0
4607	MYBPC3	0
6688	SPI1	0
91252	SLC39A13	0
5702	PSMC3	0
5913	RAPSN	0
10658	CELF1	0
23360	FNBP4	0
23279	NUP160	0
403253	OR4A47	0
441601	LOC441601	0
646813	LOC646813	0
79097	TRIM48	0
440041	TRIM51HP	0
219436	OR5D14	0
219437	OR5L1	0
219438	OR5D18	0
26338	OR5L2	0
390144	OR5D16	0
85456	TNKS1BP1	0
6749	SSRP1	0
5024	P2RX3	0
10394	PRG3	0
5553	PRG2	0
29015	SLC43A3	0
349667	RTN4RL2	0
8501	SLC43A1	0
26519	TIMM10	0
219537	SMTNL1	0
9246	UBE2L6	0
710	SERPING1	0
406919	MIR130A	0
219539	YPEL4	0
10978	CLP1	0
25921	ZDHHC5	0
219541	MED19	0
280636	C11orf31	0
643376	BTBD18	0
219952	OR6Q1	0
219981	OR5A2	0
219982	OR5A1	0
219983	OR4D6	0
390197	OR4D10	0
219986	OR4D11	0
390199	OR4D9	0
390201	OR10V1	0
219995	MS4A15	0
341116	MS4A10	0
643834	PGA3	0
643847	PGA4	0
5222	PGA5	0
220001	VWCE	0
1642	DDB1	0
26007	DAK	0
220002	CYB561A3	0
51524	TMEM138	0
100616470	MIR4488	0
390205	LRRC10B	0
9066	SYT7	0
113157	RPLP0P2	0
1937	EEF1G	0
100534595	HNRNPUL2-BSCL2	0
2785	GNG3	0
221092	HNRNPUL2	0
283237	TTC9C	0
79842	ZBTB3	0
5436	POLR2G	0
10629	TAF6L	0
374395	TMEM179B	0
79064	TMEM223	0
10482	NXF1	0
6811	STX5	0
54663	WDR74	0
23642	SNHG1	0
9304	SNORD22	0
9298	SNORD31	0
9299	SNORD30	0
9297	SNORD29	0
9300	SNORD28	0
9301	SNORD27	0
9302	SNORD26	0
9303	SNORD25	0
6520	SLC3A2	0
1128	CHRM1	0
5920	RARRES3	0
54979	HRASLS2	0
65998	C11orf95	0
144097	C11orf84	0
2011	MARK2	0
283248	RCOR2	0
79829	NAA40	0
1351	COX8A	0
55611	OTUB1	0
28992	MACROD1	0
23769	FLRT1	0
10963	STIP1	0
83706	FERMT3	0
83707	TRPT1	0
84304	NUDT22	0
3338	DNAJC4	0
7423	VEGFB	0
2286	FKBP2	0
26472	PPP1R14B	0
5331	PLCB3	0
572	BAD	0
56834	GPR137	0
50801	KCNK4	0
25858	TEX40	0
2101	ESRRA	0
51504	TRMT112	0
25824	PRDX5	0
283234	CCDC88B	0
8986	RPS6KA4	0
100302280	MIR1237	0
10938	EHD1	0
116071	BATF2	0
100528018	ARL2-SNX15	0
29901	SAC3D1	0
10004	NAALADL1	0
387778	SPDYC	0
823	CAPN1	0
5977	DPF2	0
220359	TIGD3	0
283130	SLC25A45	0
378938	MALAT1	0
57410	SCYL1	0
254122	SNX32	0
1072	CFL1	0
80198	MUS81	0
30008	EFEMP2	0
1521	CTSW	0
84285	EIF1AD	0
8815	BANF1	0
1474	CST6	0
117144	CATSPER1	0
89792	GAL3ST3	0
10992	SF3B2	0
254263	CNIH2	0
10897	YIF1A	0
266743	NPAS4	0
65003	MRPL11	0
8722	CTSF	0
55231	CCDC87	0
9973	CCS	0
100526737	RBM14-RBM4	0
5936	RBM4	0
83759	RBM4B	0
6712	SPTBN2	0
79703	C11orf80	0
9986	RCE1	0
5091	PC	0
78999	LRFN4	0
254439	C11orf86	0
91683	SYT12	0
29984	RHOD	0
22992	KDM2A	0
156	ADRBK1	0
338692	ANKRD13D	0
54961	SSH3	0
100130987	LOC100130987	0
57804	POLD4	0
23529	CLCF1	0
5883	RAD9A	0
5499	PPP1CA	0
374403	TBC1D10C	0
57571	CARNS1	0
6199	RPS6KB2	0
5790	PTPRCAP	0
57175	CORO1B	0
390212	GPR152	0
57010	CABP4	0
80194	TMEM134	0
9049	AIP	0
9600	PITPNM1	0
10263	CDK2AP2	0
254552	NUDT8	0
347853	TBX10	0
91703	ACY3	0
222	ALDH3B2	0
645332	FAM86C2P	0
81622	UNC93B1	0
221	ALDH3B1	0
4728	NDUFS8	0
100616403	MIR4691	0
10312	TCIRG1	0
1119	CHKA	0
1374	CPT1A	0
116535	MRGPRF	0
219931	TPCN2	0
595	CCND1	0
220064	ORAOV1	0
2248	FGF3	0
2017	CTTN	0
387273	KRTAP5-10	0
440051	KRTAP5-11	0
55199	FAM86C1	0
285407	ALG1L9P	0
245911	DEFB108B	0
100129216	LOC100129216	0
10809	STARD10	0
100616410	MIR4692	0
89849	ATG16L2	0
5029	P2RY2	0
84957	RELT	0
51642	MRPL48	0
51287	COA4	0
80227	PAAF1	0
374407	DNAJB13	0
7351	UCP2	0
7352	UCP3	0
51400	PPME1	0
10008	KCNE3	0
387787	LIPT2	0
25884	CHRDL2	0
100616402	MIR4696	0
100507050	TPBGL	0
871	SERPINH1	0
283214	LOC283214	0
84649	DGAT2	0
5612	PRKRIR	0
2615	LRRC32	0
390226	GUCY2EP	0
4975	OMP	0
282679	AQP11	0
1207	CLNS1A	0
51773	RSF1	0
220042	C11orf82	0
27314	RAB30	0
100379250	SNORA70E	0
100506233	LOC100506233	0
642569	TRIM53AP	0
642446	TRIM64B	0
729384	TRIM49D2P	0
120146	TRIM64	0
642612	TRIM49C	0
642623	UBTFL1	0
619383	SCARNA9	0
79101	TAF1D	0
654320	SNORA8	0
692072	SNORD5	0
677805	SNORA18	0
100302240	MIR1304	0
677822	SNORA40	0
28970	C11orf54	0
9440	MED17	0
2526	FUT4	0
84259	DCUN1D5	0
100506742	CASP12	0
143888	KDELC2	0
9177	HTR3B	0
337	APOA4	0
143941	TTC36	0
84866	TMEM25	0
56912	IFT46	0
643	CXCR5	0
283149	BCL9L	0
100616376	MIR4492	0
7379	UPK2	0
283150	FOXR1	0
338657	CCDC84	0
649946	RPL23AP64	0
6230	RPS25	0
51399	TRAPPC4	0
100500840	MIR3656	0
2542	SLC37A4	0
10525	HYOU1	0
55823	VPS11	0
3145	HMBS	0
3014	H2AFX	0
1798	DPAGT1	0
9854	C2CD2L	0
25988	HINFP	0
64137	ABCG4	0
79671	NLRX1	0
79849	PDZD3	0
283152	CCDC153	0
867	CBL	0
4162	MCAM	0
79102	RNF26	0
83552	MFRP	0
9099	USP2	0
7070	THY1	0
219858	OR8B12	0
390275	OR8A1	0
23584	VSIG2	0
90952	ESAM	0
9638	FEZ1	0
114609	TIRAP	0
28960	DCPS	0
399972	ST3GAL4-AS1	0
6484	ST3GAL4	0
3762	KCNJ5	0
219833	C11orf45	0
63970	TP53AIP1	0
8538	BARX2	0
120224	TMEM45B	0
11095	ADAMTS8	0
283171	C11orf44	0
27087	B3GAT1	0
283177	LOC283177	0
100288778	LOC100288778	0
677784	FAM138D	0
100652846	CACNA1C-AS1	0
283440	LOC283440	0
7004	TEAD4	0
6337	SCNN1A	0
4055	LTBR	0
677780	SCARNA11	0
57121	LPAR5	0
84519	ACRBP	0
51147	ING4	0
10536	LEPREL2	0
2784	GNB3	0
83461	CDCA3	0
8078	USP5	0
7167	TPI1	0
84727	SPSB2	0
283345	RPL13P5	0
171220	DSTNP2	0
10233	LRRC23	0
2026	ENO2	0
1822	ATN1	0
113246	C12orf57	0
5777	PTPN6	0
406985	MIR200C	0
406933	MIR141	0
11331	PHB2	0
677777	SCARNA12	0
10436	EMG1	0
10162	LPCAT3	0
716	C1S	0
341392	ACSM4	0
283316	CD163L1	0
9332	CD163	0
79923	NANOG	0
144195	SLC2A14	0
6515	SLC2A3	0
55138	FAM90A1	0
653113	FAM86FP	0
389634	LINC00937	0
93978	CLEC6A	0
338339	CLEC4D	0
26253	CLEC4E	0
3821	KLRC1	0
50837	TAS2R7	0
50836	TAS2R8	0
50835	TAS2R9	0
50839	TAS2R10	0
259296	TAS2R50	0
259295	TAS2R20	0
5542	PRB1	0
11171	STRAP	0
3945	LDHB	0
3764	KCNJ8	0
84920	ALG10	0
55605	KIF21A	0
83956	RACGAP1P	0
6090	RNY5	0
55652	SLC48A1	0
51564	HDAC7	0
79022	TMEM106C	0
8085	KMT2D	0
121268	RHEBL1	0
50846	DHH	0
55716	LMBR1L	0
10376	TUBA1B	0
7846	TUBA1A	0
84790	TUBA1C	0
5630	PRPH	0
10024	TROAP	0
338761	C1QL4	0
79962	DNAJC22	0
100335030	LOC100335030	0
10445	MCRS1	0
84070	FAM186B	0
100286844	BCDIN3D-AS1	0
144233	BCDIN3D	0
41	ASIC1	0
6602	SMARCD1	0
2819	GPD1	0
84987	COX14	0
91012	CERS5	0
51474	LIMA1	0
100302220	MIR1293	0
466	ATF1	0
283471	TMPRSS12	0
5463	POU6F1	0
1990	CELA1	0
11226	GALNT6	0
60673	C12orf44	0
3856	KRT8	0
3875	KRT18	0
3489	IGFBP6	0
8435	SOAT2	0
51380	CSAD	0
283337	ZNF740	0
3695	ITGB7	0
5916	RARG	0
84975	MFSD5	0
9700	ESPL1	0
5204	PFDN5	0
60314	C12orf10	0
8086	AAAS	0
121340	SP7	0
6667	SP1	0
269	AMHR2	0
5094	PCBP2	0
7786	MAP3K12	0
6895	TARBP2	0
8620	NPFF	0
11016	ATF7	0
100652999	LOC100652999	0
3225	HOXC9	0
3224	HOXC8	0
4778	NFE2	0
22818	COPZ1	0
442892	MIR148B	0
53831	GPR84	0
25946	ZNF385A	0
5153	PDE1B	0
5502	PPP1R1A	0
118430	MUCL1	0
283365	OR6C6	0
390321	OR6C1	0
254786	OR6C3	0
390323	OR6C75	0
341418	OR6C4	0
100528022	BLOC1S1-RDH5	0
5959	RDH5	0
967	CD63	0
10220	GDF11	0
84324	SARNP	0
85406	DNAJC14	0
29095	ORMDL2	0
4327	MMP19	0
84305	WIBG	0
1606	DGKA	0
2065	ERBB3	0
5036	PA2G4	0
6171	RPL41	0
84872	ZC3H10	0
23344	ESYT1	0
140465	MYL6B	0
4637	MYL6	0
6601	SMARCC2	0
10193	RNF41	0
79035	NABP2	0
51561	IL23A	0
6773	STAT2	0
319	APOF	0
5939	RBMS2	0
11176	BAZ2A	0
506	ATP5B	0
692090	SNORD59B	0
26789	SNORD59A	0
100302201	MIR1228	0
11247	NXPH4	0
6472	SHMT2	0
56901	NDUFA4L2	0
246329	STAC3	0
22864	R3HDM2	0
3626	INHBC	0
83729	INHBE	0
2735	GLI1	0
64333	ARHGAP9	0
4141	MARS	0
1649	DDIT3	0
114785	MBD6	0
116986	AGAP2	0
100130776	AGAP2-AS1	0
6302	TSPAN31	0
1019	CDK4	0
92979	MARCH9	0
1594	CYP27B1	0
4234	METTL1	0
25895	METTL21B	0
10102	TSFM	0
10677	AVIL	0
10106	CTDSP2	0
407016	MIR26A2	0
100506844	LOC100506844	0
11260	XPOT	0
2799	GNS	0
11197	WIF1	0
23390	ZDHHC17	0
100616215	MIR548AL	0
160419	C12orf50	0
91298	C12orf29	0
80184	CEP290	0
160418	TMTC3	0
11163	NUDT4	0
7334	UBE2N	0
55967	NDUFA12	0
7181	NR2C1	0
196472	FAM71C	0
100302217	MIR1827	0
64431	ACTR6	0
120863	DEPDC4	0
55681	SCYL2	0
7296	TXNRD1	0
493861	EID3	0
55530	SVOP	0
84749	USP30	0
100131733	USP30-AS1	0
121642	ALKBH2	0
7374	UNG	0
84983	FAM222A-AS1	0
59341	TRPV4	0
100616454	MIR4497	0
51228	GLTP	0
84260	TCHP	0
488	ATP2A2	0
51434	ANAPC7	0
79600	TCTN1	0
84329	HVCN1	0
5501	PPP1CC	0
144717	FAM109A	0
10019	SH2B3	0
6311	ATXN2	0
217	ALDH2	0
51275	MAPKAPK5-AS1	0
8550	MAPKAPK5	0
8759	ADAM1A	0
89894	TMEM116	0
10961	ERP29	0
6128	RPL6	0
5781	PTPN11	0
84934	C12orf52	0
115811	IQCD	0
10993	SDS	0
113675	SDSL	0
64211	LHX5	0
643246	MAP1LC3B2	0
26353	HSPB8	0
92558	CCDC64	0
11021	RAB35	0
10985	GCN1L1	0
100616179	MIR4498	0
6175	RPLP0	0
100506649	PXN-AS1	0
5829	PXN	0
23409	SIRT4	0
5319	PLA2G1B	0
4440	MSI1	0
283460	HNF1A-AS1	0
6927	HNF1A	0
64897	C12orf43	0
51433	ANAPC5	0
80196	RNF34	0
84678	KDM2B	0
84876	ORAI1	0
54509	RHOF	0
338799	LOC338799	0
23067	SETD1B	0
3242	HPD	0
5715	PSMD9	0
605	BCL7A	0
22877	MLXIP	0
254050	LRRC43	0
386653	IL31	0
79369	B3GNT4	0
65082	VPS33A	0
6249	CLIP1	0
100507066	LOC100507066	0
55596	ZCCHC8	0
65117	RSRC2	0
9735	KNTC1	0
9026	HIP1R	0
79720	VPS37B	0
23457	ABCB9	0
79676	OGFOD2	0
51329	ARL6IP4	0
57605	PITPNM2	0
100422931	MIR4304	0
100507091	LOC100507091	0
10198	MPHOSPH9	0
91574	C12orf65	0
8099	CDK2AP1	0
55206	SBNO1	0
387893	SETD8	0
196383	RILPL2	0
11066	SNRNP35	0
353116	RILPL1	0
100500909	MIR3908	0
79867	TCTN2	0
23545	ATP6V0A2	0
196385	DNAH10	0
80212	CCDC92	0
144347	FAM101A	0
7316	UBC	0
100847004	MIR5188	0
57647	DHX37	0
140707	BRI3BP	0
65985	AACS	0
387895	LINC00944	0
100507206	LINC00943	0
440119	FZD10-AS1	0
11211	FZD10	0
5901	RAN	0
283383	GPR133	0
116437	LOC116437	0
4326	MMP17	0
8408	ULK1	0
80324	PUS1	0
57634	EP400	0
677829	SNORA49	0
347918	EP400NL	0
317781	DDX51	0
79050	NOC4L	0
50614	GALNT9	0
100130238	LOC100130238	0
57666	FBRSL1	0
100507055	LRCOL1	0
22953	P2RX2	0
5426	POLE	0
5827	PXMP2	0
192111	PGAM5	0
23141	ANKLE2	0
2802	GOLGA3	0
7574	ZNF26	0
647589	ANHX	0
100874164	LINC00417	0
10284	SAP18	0
646405	TPTE2P1	0
9818	NUPL1	0
693206	MIR621	0
79612	NAA16	0
8848	TSC22D1	0
641467	TSC22D1-AS1	0
386618	KCTD4	0
253512	SLC25A30	0
100874255	RNASEH2B-AS1	0
647174	SERPINE3	0
100847003	MIR5693	0
79758	DHRS12	0
55901	THSD1	0
51028	VPS36	0
26586	CKAP2	0
220115	TPTE2P3	0
144983	HNRNPA1L2	0
10910	SUGT1	0
688	KLF5	0
100874212	MYCBP2-AS1	0
100505538	RBM26-AS1	0
3621	ING1	0
283487	LINC00346	0
8858	PROZ	0
55795	PCID2	0
8451	CUL4A	0
3916	LAMP1	0
79774	GRTP1	0
7027	TFDP1	0
496	ATP4B	0
6011	GRK1	0
100130386	LINC00552	0
348013	TMEM255B	0
650669	GAS6-AS1	0
2621	GAS6	0
100506394	LOC100506394	0
100861555	LINC00565	0
22821	RASA3	0
8881	CDC16	0
65110	UPF3A	0
283489	CHAMP1	0
440153	OR11H12	0
642426	LOC642426	0
404785	POTEG	0
101101776	LOC101101776	0
641455	POTEM	0
6037	RNASE3	0
692053	SNORD9	0
319103	SNORD8	0
5018	OXA1L	0
9056	SLC7A7	0
122704	MRPL52	0
4323	MMP14	0
51310	SLC22A17	0
10278	EFS	0
64806	IL25	0
116173	CMTM5	0
4624	MYH6	0
406990	MIR208A	0
4625	MYH7	0
100126336	MIR208B	0
25983	NGDN	0
79178	THTPA	0
85446	ZFHX2	0
8906	AP1G2	0
55449	DHRS4-AS1	0
317749	DHRS4L2	0
728635	DHRS4L1	0
90668	LRRC16B	0
9362	CPNE6	0
4901	NRL	0
5106	PCK2	0
80344	DCAF11	0
161247	FITM1	0
5720	PSME1	0
51016	EMC9	0
5721	PSME2	0
55072	RNF31	0
10379	IRF9	0
9985	REC8	0
79711	IPO4	0
10548	TM9SF1	0
283629	TSSK4	0
29082	CHMP4A	0
145553	MDP1	0
100528064	NEDD8-MDP1	0
4738	NEDD8	0
51292	GMPR2	0
26277	TINF2	0
7051	TGM1	0
5875	RABGGTA	0
25938	HEATR5A	0
112487	DTD2	0
2856	GPR33	0
55837	EAPP	0
58533	SNX6	0
280655	IGBP1P1	0
6729	SRP54	0
54813	KLHL28	0
23116	FAM179B	0
6235	RPS29	0
122769	LRR1	0
6166	RPL36AL	0
4247	MGAT2	0
55172	DNAAF2	0
5427	POLE2	0
122773	KLHDC1	0
382	ARF6	0
